date,percent
2022-07-02,10.0
2022-08-02,10.14
2022-09-01,9.76
2022-10-01,9.92
2022-11-01,10.75
2022-12-02,11.94
2022-12-29,12.91
2023-02-01,13.94
2023-03-02,13.29
2023-04-01,12.96
2023-05-02,11.96
2023-06-02,11.36
2023-07-02,10.8
2023-08-04,10.63
2023-09-02,10.65
2023-10-04,10.67
2023-11-02,10.36
2023-12-04,10.01
2024-01-02,9.96
2024-02-02,10.53
2024-03-01,10.7
2024-04-03,9.76
2024-05-01,9.53
2024-06-01,10.03
2024-07-03,10.34
2024-08-01,10.04
2024-09-01,10.75
2024-10-02,11.6
2024-11-01,10.64
2024-12-01,10.82
2025-01-01,10.29
2025-02-01,11.37
2025-03-03,11.08
2025-04-01,10.33
2025-05-02,9.94
2025-06-01,10.68
2025-07-02,9.8
2025-08-02,9.18
2025-09-02,8.8
2025-10-02,8.84
2025-11-01,8.95
2025-12-02,8.95
