date,percent
2024-03-01,0.58
2024-04-03,0.76
2024-05-01,0.58
2024-06-01,0.69
2024-07-03,0.66
2024-08-01,0.91
2024-09-01,0.71
2024-10-02,0.56
2024-11-01,0.68
2024-12-01,0.64
2025-01-01,0.49
2025-02-01,0.49
2025-03-03,0.7
2025-04-01,0.91
2025-05-02,1.2
2025-06-01,1.47
2025-07-02,1.76
2025-08-02,2.08
2025-09-02,2.03
2025-10-02,1.66
2025-11-01,1.84
2025-12-02,1.97
