date,percent
2014-09-01,14.14
2014-10-03,13.51
2014-11-08,14.39
2014-12-07,14.96
2015-01-06,15.53
2015-02-05,15.34
2015-03-07,15.58
2015-04-13,16.04
2015-05-13,16.87
2015-06-06,17.82
2015-07-12,17.73
2015-08-06,19.27
2015-09-05,19.56
2015-10-04,19.54
2015-11-07,20.4
2015-12-04,20.97
2016-01-02,21.47
2016-02-02,21.14
2016-03-03,20.53
2016-04-07,20.85
2016-05-06,20.96
2016-06-05,20.79
2016-07-04,19.8
2016-08-06,19.01
2016-09-08,18.24
2016-10-07,18.8
2016-11-05,18.75
2016-12-04,17.86
2017-01-07,17.28
2017-02-08,16.68
2017-03-07,16.38
2017-04-09,15.57
2017-05-06,14.64
2017-06-03,14.49
2017-07-07,13.77
2017-08-02,12.96
2017-09-06,12.69
2017-10-05,12.43
2017-11-12,13.23
2017-12-09,13.27
2018-01-03,14.22
2018-02-08,14.99
2018-03-07,14.94
2018-04-01,15.78
2018-05-06,16.38
2018-06-10,15.37
2018-07-07,16.14
2018-08-01,16.88
2018-09-03,17.44
2018-10-05,17.8
2018-11-08,16.75
2018-12-02,15.93
2019-01-04,16.9
2019-02-06,15.88
2019-03-02,14.88
2019-04-07,15.04
2019-05-04,16.0
2019-06-09,15.0
2019-07-06,15.06
2019-08-05,16.03
2019-09-09,16.66
2019-10-05,16.88
2019-11-03,16.25
2019-12-06,17.25
2020-01-05,16.9
2020-02-04,17.36
2020-03-04,17.78
2020-04-02,16.73
2020-05-02,16.28
2020-06-01,16.1
2020-07-04,15.1
2020-08-02,14.43
2020-09-06,13.48
2020-10-04,12.56
2020-11-03,11.68
2020-12-03,12.53
2021-01-02,11.96
2021-02-06,11.29
2021-03-04,10.45
2021-04-04,11.23
2021-05-02,11.74
2021-06-05,11.54
2021-07-04,11.2
2021-08-03,10.43
2021-09-11,11.12
2021-10-06,10.46
2021-11-06,10.72
2021-12-05,10.12
2022-01-01,10.66
2022-02-02,12.13
2022-03-02,11.19
2022-04-05,10.82
2022-05-03,10.99
2022-06-04,10.47
2022-07-02,11.59
2022-08-02,12.46
2022-09-01,11.72
2022-10-01,12.84
2022-11-01,11.98
2022-12-02,11.82
2022-12-29,12.21
2023-02-01,13.21
2023-03-02,13.56
2023-04-01,13.23
2023-05-02,12.22
2023-06-02,11.28
2023-07-02,10.5
2023-08-04,10.33
2023-09-02,9.49
2023-10-04,8.92
2023-11-02,8.35
2023-12-04,7.99
2024-01-02,7.87
2024-02-02,8.88
2024-03-01,8.95
2024-04-03,8.94
2024-05-01,8.69
2024-06-01,8.4
2024-07-03,8.59
2024-08-01,9.16
2024-09-01,9.45
2024-10-02,10.51
2024-11-01,9.6
2024-12-01,9.72
2025-01-01,10.15
2025-02-01,10.66
2025-03-03,10.36
2025-04-01,9.63
2025-05-02,9.31
2025-06-01,8.84
2025-07-02,8.76
2025-08-02,8.59
2025-09-02,8.35
2025-10-02,8.35
2025-11-01,8.54
2025-12-02,8.7
