date,percent
2022-11-01,15.08
2022-12-02,16.56
2022-12-29,16.26
2023-02-01,15.39
2023-03-02,14.73
2023-04-01,14.41
2023-05-02,13.35
2023-06-02,12.37
2023-07-02,11.56
2023-08-04,11.41
2023-09-02,11.27
2023-10-04,12.08
2023-11-02,11.77
2023-12-04,11.44
2024-01-02,11.44
2024-02-02,10.97
2024-03-01,11.17
2024-04-03,10.21
2024-05-01,9.98
2024-06-01,9.23
2024-07-03,9.48
2024-08-01,9.17
2024-09-01,8.89
2024-10-02,8.38
2024-11-01,9.01
2024-12-01,9.1
2025-01-01,8.86
2025-02-01,9.84
2025-03-03,9.53
2025-04-01,9.94
2025-05-02,9.71
2025-06-01,9.47
2025-07-02,9.65
2025-08-02,9.03
2025-09-02,8.65
2025-10-02,9.29
2025-11-01,9.68
2025-12-02,10.11
