date,percent
2017-06-03,3.53
2017-07-07,3.52
2017-08-02,4.2
2017-09-06,4.78
2017-10-05,3.86
2017-11-12,3.01
2017-12-09,2.82
2018-01-03,3.75
2018-02-08,4.45
2018-03-07,5.07
2018-04-01,5.27
2018-05-06,4.4
2018-06-10,4.31
2018-07-07,3.79
2018-08-01,3.54
2018-09-03,3.3
2018-10-05,3.49
2018-11-08,3.95
2018-12-02,3.45
2019-01-04,3.28
2019-02-06,2.85
2019-03-02,3.27
2019-04-07,3.52
2019-05-04,3.98
2019-06-09,4.48
2019-07-06,4.36
2019-08-05,3.84
2019-09-09,3.4
2019-10-05,3.86
2019-11-03,4.32
2019-12-06,4.8
2020-01-05,5.35
2020-02-04,5.93
2020-03-04,5.32
2020-04-02,4.74
2020-05-02,4.29
2020-06-01,4.73
2020-07-04,5.25
2020-08-02,4.68
2020-09-06,4.58
2020-10-04,4.16
2020-11-03,4.67
2020-12-03,4.2
2021-01-02,3.95
2021-02-06,4.44
2021-03-04,4.97
2021-04-04,4.91
2021-05-02,4.41
2021-06-05,4.33
2021-07-04,4.84
2021-08-03,5.14
2021-09-11,5.78
2021-10-06,5.26
2021-11-06,6.06
2021-12-05,6.4
2022-01-01,5.68
2022-02-02,5.37
2022-03-02,5.92
2022-04-05,6.82
2022-05-03,6.39
2022-06-04,6.12
2022-07-02,5.65
2022-08-02,5.41
2022-09-01,4.88
2022-10-01,4.42
2022-11-01,4.25
2022-12-02,4.92
2022-12-29,5.73
2023-02-01,6.38
2023-03-02,7.17
2023-04-01,8.21
2023-05-02,7.43
2023-06-02,6.71
2023-07-02,6.87
2023-08-04,7.04
2023-09-02,7.31
2023-10-04,7.71
2023-11-02,7.65
2023-12-04,7.3
2024-01-02,7.16
2024-02-02,7.53
2024-03-01,7.54
2024-04-03,6.77
2024-05-01,6.49
2024-06-01,6.65
2024-07-03,6.72
2024-08-01,6.39
2024-09-01,6.08
2024-10-02,5.62
2024-11-01,4.98
2024-12-01,4.87
2025-01-01,4.45
2025-02-01,4.12
2025-03-03,4.87
2025-04-01,4.39
2025-05-02,4.22
2025-06-01,4.69
2025-07-02,4.87
2025-08-02,5.52
2025-09-02,6.38
2025-10-02,6.94
2025-11-01,7.65
2025-12-02,7.26
